"OID","Country or Area","Year","Description","Magnitude","Value"
"196..RB.ZF...","NEW ZEALAND","2000","MARKET RATE","NEW ZEALAND DOLL","2.90285"
"196..RD.ZF...","NEW ZEALAND","2000","MARKET RATE","NEW ZEALAND DOLL","0.346812"
"196..AH.ZF...","NEW ZEALAND","2000","MARKET RATE","NEW ZEALAND DOLL","0.457372"
"196..DE.ZF...","NEW ZEALAND","2000","MARKET RATE","NEW ZEALAND DOLL","2.27169"
"196..DG.ZF...","NEW ZEALAND","2000","MARKET RATE","NEW ZEALAND DOLL","0.4402"
"196..AHXZF...","NEW ZEALAND","2000","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","64.9346"
"196..RELZF...","NEW ZEALAND","1999","REER BASED ON ULC","INDEX NUMBER","70.8045"
"196..RECZF...","NEW ZEALAND","1999","REER BASED ON REL.CP","INDEX NUMBER","80.0722"
"196..NELZF...","NEW ZEALAND","1999","NEER FROM ULC","INDEX NUMBER","82.7939"
"196..NECZF...","NEW ZEALAND","1999","NEER FROM INS","INDEX NUMBER","82.1991"
"196..RF.ZF...","NEW ZEALAND","1999","MARKET RATE, PERIOD AVERAGE","NEW ZEALAND DOLL","1.88961"
"196..AE.ZF...","NEW ZEALAND","1999","MARKET RATE, END OF PERIOD","NEW ZEALAND DOLL","1.92086"
"196..AA.ZF...","NEW ZEALAND","1999","MARKET RATE, END OF PERIOD","NEW ZEALAND DOLL","2.6364"
"196..AH.ZF...","NEW ZEALAND","1999","MARKET RATE","NEW ZEALAND DOLL","0.52955"
"196..AF.ZF...","NEW ZEALAND","1999","MARKET RATE","NEW ZEALAND DOLL","1.88961"
"196..DG.ZF...","NEW ZEALAND","1999","MARKET RATE","NEW ZEALAND DOLL","0.5206"
"196..DE.ZF...","NEW ZEALAND","1999","MARKET RATE","NEW ZEALAND DOLL","1.92086"
"196..RB.ZF...","NEW ZEALAND","1999","MARKET RATE","NEW ZEALAND DOLL","2.5837"
"196..RD.ZF...","NEW ZEALAND","1999","MARKET RATE","NEW ZEALAND DOLL","0.387291"
"196..AHXZF...","NEW ZEALAND","1999","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","75.1819"
"196..RELZF...","NEW ZEALAND","1998","REER BASED ON ULC","INDEX NUMBER","73.7781"
"196..RECZF...","NEW ZEALAND","1998","REER BASED ON REL.CP","INDEX NUMBER","83.6979"
"196..NELZF...","NEW ZEALAND","1998","NEER FROM ULC","INDEX NUMBER","85.4681"
"196..NECZF...","NEW ZEALAND","1998","NEER FROM INS","INDEX NUMBER","84.9238"
"196..RF.ZF...","NEW ZEALAND","1998","MARKET RATE, PERIOD AVERAGE","NEW ZEALAND DOLL","1.86825"
"196..AA.ZF...","NEW ZEALAND","1998","MARKET RATE, END OF PERIOD","NEW ZEALAND DOLL","2.67229"
"196..AE.ZF...","NEW ZEALAND","1998","MARKET RATE, END OF PERIOD","NEW ZEALAND DOLL","1.89789"
"196..AF.ZF...","NEW ZEALAND","1998","MARKET RATE","NEW ZEALAND DOLL","1.86825"
"196..AH.ZF...","NEW ZEALAND","1998","MARKET RATE","NEW ZEALAND DOLL","0.536658"
"196..RB.ZF...","NEW ZEALAND","1998","MARKET RATE","NEW ZEALAND DOLL","2.53436"
"196..RD.ZF...","NEW ZEALAND","1998","MARKET RATE","NEW ZEALAND DOLL","0.395608"
"196..DE.ZF...","NEW ZEALAND","1998","MARKET RATE","NEW ZEALAND DOLL","1.89789"
"196..DG.ZF...","NEW ZEALAND","1998","MARKET RATE","NEW ZEALAND DOLL","0.5269"
"196..AHXZF...","NEW ZEALAND","1998","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","76.1911"
"196..RELZF...","NEW ZEALAND","1997","REER BASED ON ULC","INDEX NUMBER","84.0722"
"196..RECZF...","NEW ZEALAND","1997","REER BASED ON REL.CP","INDEX NUMBER","95.7427"
"196..NELZF...","NEW ZEALAND","1997","NEER FROM ULC","INDEX NUMBER","98.1153"
"196..NECZF...","NEW ZEALAND","1997","NEER FROM INS","INDEX NUMBER","96.9824"
"196..RF.ZF...","NEW ZEALAND","1997","MARKET RATE, PERIOD AVERAGE","NEW ZEALAND DOLL","1.51242"
"196..AA.ZF...","NEW ZEALAND","1997","MARKET RATE, END OF PERIOD","NEW ZEALAND DOLL","2.31949"
"196..AE.ZF...","NEW ZEALAND","1997","MARKET RATE, END OF PERIOD","NEW ZEALAND DOLL","1.7191"
"196..AF.ZF...","NEW ZEALAND","1997","MARKET RATE","NEW ZEALAND DOLL","1.51242"
"196..AH.ZF...","NEW ZEALAND","1997","MARKET RATE","NEW ZEALAND DOLL","0.663027"
"196..RB.ZF...","NEW ZEALAND","1997","MARKET RATE","NEW ZEALAND DOLL","2.08112"
"196..RD.ZF...","NEW ZEALAND","1997","MARKET RATE","NEW ZEALAND DOLL","0.481845"
"196..DE.ZF...","NEW ZEALAND","1997","MARKET RATE","NEW ZEALAND DOLL","1.7191"
"196..DG.ZF...","NEW ZEALAND","1997","MARKET RATE","NEW ZEALAND DOLL","0.5817"
"196..AHXZF...","NEW ZEALAND","1997","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","94.1321"
"278..RECZF...","NICARAGUA","2009","REER BASED ON REL.CP","INDEX NUMBER","108.955"
"278..RF.ZF...","NICARAGUA","2009","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","20.3395"
"278..AA.ZF...","NICARAGUA","2009","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","32.6714"
"278..AE.ZF...","NICARAGUA","2009","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","20.8405"
"278..AC.ZF...","NICARAGUA","2009","PRINCIPAL RATE","CORDOBAS","0.0306078"
"278..AF.ZF...","NICARAGUA","2009","PRINCIPAL RATE","CORDOBAS","20.3395"
"278..AH.ZF...","NICARAGUA","2009","PRINCIPAL RATE","CORDOBAS","0.0491752"
"278..RH.ZF...","NICARAGUA","2009","PRINCIPAL RATE","CORDOBAS","0.0491752"
"278..RD.ZF...","NICARAGUA","2009","PRINCIPAL RATE","CORDOBAS","0.0318896"
"278..NECZF...","NICARAGUA","2009","NEER FROM INS","INDEX NUMBER","82.4527"
"278..AHXZF...","NICARAGUA","2009","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","82.2706"
"278..RECZF...","NICARAGUA","2008","REER BASED ON REL.CP","INDEX NUMBER","107.813"
"278..RF.ZF...","NICARAGUA","2008","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","19.3719"
"278..AE.ZF...","NICARAGUA","2008","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","19.8481"
"278..AA.ZF...","NICARAGUA","2008","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","30.5714"
"278..AC.ZF...","NICARAGUA","2008","PRINCIPAL RATE","CORDOBAS","0.0327103"
"278..AF.ZF...","NICARAGUA","2008","PRINCIPAL RATE","CORDOBAS","19.3719"
"278..RD.ZF...","NICARAGUA","2008","PRINCIPAL RATE","CORDOBAS","0.0326759"
"278..AH.ZF...","NICARAGUA","2008","PRINCIPAL RATE","CORDOBAS","0.0516313"
"278..RH.ZF...","NICARAGUA","2008","PRINCIPAL RATE","CORDOBAS","0.0516313"
"278..NECZF...","NICARAGUA","2008","NEER FROM INS","INDEX NUMBER","83.6921"
"278..AHXZF...","NICARAGUA","2008","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","86.3798"
"278..RECZF...","NICARAGUA","2007","REER BASED ON REL.CP","INDEX NUMBER","101.077"
"278..RF.ZF...","NICARAGUA","2007","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","18.4485"
"278..AE.ZF...","NICARAGUA","2007","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","18.903"
"278..AA.ZF...","NICARAGUA","2007","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","29.8715"
"278..AC.ZF...","NICARAGUA","2007","PRINCIPAL RATE","CORDOBAS","0.0334768"
"278..AF.ZF...","NICARAGUA","2007","PRINCIPAL RATE","CORDOBAS","18.4485"
"278..AH.ZF...","NICARAGUA","2007","PRINCIPAL RATE","CORDOBAS","0.0542156"
"278..RD.ZF...","NICARAGUA","2007","PRINCIPAL RATE","CORDOBAS","0.03542"
"278..RH.ZF...","NICARAGUA","2007","PRINCIPAL RATE","CORDOBAS","0.0542156"
"278..NECZF...","NICARAGUA","2007","NEER FROM INS","INDEX NUMBER","89.4977"
"278..AHXZF...","NICARAGUA","2007","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","90.7033"
"278..RECZF...","NICARAGUA","2006","REER BASED ON REL.CP","INDEX NUMBER","100.611"
"278..RF.ZF...","NICARAGUA","2006","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","17.57"
"278..AE.ZF...","NICARAGUA","2006","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","18.0028"
"278..AA.ZF...","NICARAGUA","2006","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","27.0834"
"278..AC.ZF...","NICARAGUA","2006","PRINCIPAL RATE","CORDOBAS","0.036923"
"278..AF.ZF...","NICARAGUA","2006","PRINCIPAL RATE","CORDOBAS","17.57"
"278..AH.ZF...","NICARAGUA","2006","PRINCIPAL RATE","CORDOBAS","0.056927"
"278..RD.ZF...","NICARAGUA","2006","PRINCIPAL RATE","CORDOBAS","0.0386931"
"278..RH.ZF...","NICARAGUA","2006","PRINCIPAL RATE","CORDOBAS","0.056927"
"278..NECZF...","NICARAGUA","2006","NEER FROM INS","INDEX NUMBER","95.5643"
"278..AHXZF...","NICARAGUA","2006","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","95.2394"
"278..RECZF...","NICARAGUA","2005","REER BASED ON REL.CP","INDEX NUMBER","100"
"278..RF.ZF...","NICARAGUA","2005","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","16.7333"
"278..AE.ZF...","NICARAGUA","2005","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","17.1455"
"278..AA.ZF...","NICARAGUA","2005","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","24.5055"
"278..AC.ZF...","NICARAGUA","2005","PRINCIPAL RATE","CORDOBAS","0.0408071"
"278..RH.ZF...","NICARAGUA","2005","PRINCIPAL RATE","CORDOBAS","0.0597725"
"278..RD.ZF...","NICARAGUA","2005","PRINCIPAL RATE","CORDOBAS","0.0404599"
"278..AF.ZF...","NICARAGUA","2005","PRINCIPAL RATE","CORDOBAS","16.7333"
"278..AH.ZF...","NICARAGUA","2005","PRINCIPAL RATE","CORDOBAS","0.0597725"
"278..NECZF...","NICARAGUA","2005","NEER FROM INS","INDEX NUMBER","100"
"278..AHXZF...","NICARAGUA","2005","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100"
"278..RECZF...","NICARAGUA","2004","REER BASED ON REL.CP","INDEX NUMBER","100.046"
"278..RF.ZF...","NICARAGUA","2004","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","15.9372"
"278..AA.ZF...","NICARAGUA","2004","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","25.3593"
"278..AE.ZF...","NICARAGUA","2004","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","16.3291"
"278..AF.ZF...","NICARAGUA","2004","PRINCIPAL RATE","CORDOBAS","15.9372"
"278..AC.ZF...","NICARAGUA","2004","PRINCIPAL RATE","CORDOBAS","0.0394333"
"278..AH.ZF...","NICARAGUA","2004","PRINCIPAL RATE","CORDOBAS","0.0627585"
"278..RD.ZF...","NICARAGUA","2004","PRINCIPAL RATE","CORDOBAS","0.0423764"
"278..RH.ZF...","NICARAGUA","2004","PRINCIPAL RATE","CORDOBAS","0.0627585"
"278..NECZF...","NICARAGUA","2004","NEER FROM INS","INDEX NUMBER","105.545"
"278..AHXZF...","NICARAGUA","2004","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","104.996"
"278..RECZF...","NICARAGUA","2003","REER BASED ON REL.CP","INDEX NUMBER","102.59"
"278..RF.ZF...","NICARAGUA","2003","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","15.1046"
"278..AA.ZF...","NICARAGUA","2003","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","23.1091"
"278..AE.ZF...","NICARAGUA","2003","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","15.5515"
"278..AF.ZF...","NICARAGUA","2003","PRINCIPAL RATE","CORDOBAS","15.1046"
"278..AC.ZF...","NICARAGUA","2003","PRINCIPAL RATE","CORDOBAS","0.0432731"
"278..AH.ZF...","NICARAGUA","2003","PRINCIPAL RATE","CORDOBAS","0.0662457"
"278..RD.ZF...","NICARAGUA","2003","PRINCIPAL RATE","CORDOBAS","0.0472989"
"278..RH.ZF...","NICARAGUA","2003","PRINCIPAL RATE","CORDOBAS","0.0662457"
"278..NECZF...","NICARAGUA","2003","NEER FROM INS","INDEX NUMBER","113.438"
"278..AHXZF...","NICARAGUA","2003","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","110.83"
"278..RECZF...","NICARAGUA","2002","REER BASED ON REL.CP","INDEX NUMBER","108.806"
"278..RF.ZF...","NICARAGUA","2002","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","14.2513"
"278..AE.ZF...","NICARAGUA","2002","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","14.6712"
"278..AA.ZF...","NICARAGUA","2002","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","19.9458"
"278..AC.ZF...","NICARAGUA","2002","PRINCIPAL RATE","CORDOBAS","0.0501359"
"278..AH.ZF...","NICARAGUA","2002","PRINCIPAL RATE","CORDOBAS","0.0701887"
"278..AF.ZF...","NICARAGUA","2002","PRINCIPAL RATE","CORDOBAS","14.2513"
"278..RD.ZF...","NICARAGUA","2002","PRINCIPAL RATE","CORDOBAS","0.0542059"
"278..RH.ZF...","NICARAGUA","2002","PRINCIPAL RATE","CORDOBAS","0.0701887"
"278..NECZF...","NICARAGUA","2002","NEER FROM INS","INDEX NUMBER","122.831"
"278..AHXZF...","NICARAGUA","2002","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","117.426"
"278..RECZF...","NICARAGUA","2001","REER BASED ON REL.CP","INDEX NUMBER","113.531"
"278..RF.ZF...","NICARAGUA","2001","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","13.3719"
"278..AE.ZF...","NICARAGUA","2001","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","13.8408"
"278..AA.ZF...","NICARAGUA","2001","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","17.3941"
"278..AC.ZF...","NICARAGUA","2001","PRINCIPAL RATE","CORDOBAS","0.0574906"
"278..AF.ZF...","NICARAGUA","2001","PRINCIPAL RATE","CORDOBAS","13.3719"
"278..AH.ZF...","NICARAGUA","2001","PRINCIPAL RATE","CORDOBAS","0.0748118"
"278..RD.ZF...","NICARAGUA","2001","PRINCIPAL RATE","CORDOBAS","0.0587663"
"278..RH.ZF...","NICARAGUA","2001","PRINCIPAL RATE","CORDOBAS","0.0748118"
"278..NECZF...","NICARAGUA","2001","NEER FROM INS","INDEX NUMBER","129.55"
"278..AHXZF...","NICARAGUA","2001","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","125.161"
"278..RECZF...","NICARAGUA","2000","REER BASED ON REL.CP","INDEX NUMBER","114.013"
"278..RF.ZF...","NICARAGUA","2000","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","12.6844"
"278..AA.ZF...","NICARAGUA","2000","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","17.0125"
"278..AE.ZF...","NICARAGUA","2000","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","13.0573"
"278..AC.ZF...","NICARAGUA","2000","PRINCIPAL RATE","CORDOBAS","0.0587804"
"278..AF.ZF...","NICARAGUA","2000","PRINCIPAL RATE","CORDOBAS","12.6844"
"278..AG.ZF...","NICARAGUA","2000","PRINCIPAL RATE","CORDOBAS","0.0765855"
"278..RH.ZF...","NICARAGUA","2000","PRINCIPAL RATE","CORDOBAS","0.0788769"
"278..RD.ZF...","NICARAGUA","2000","PRINCIPAL RATE","CORDOBAS","0.0598101"
"278..AH.ZF...","NICARAGUA","2000","PRINCIPAL RATE","CORDOBAS","0.0788769"
"278..RB.ZF...","NICARAGUA","2000","PRINCIPAL RATE","CORDOBAS","16.7315"
"278..NECZF...","NICARAGUA","2000","NEER FROM INS","INDEX NUMBER","133.138"
"278..AHXZF...","NICARAGUA","2000","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","131.962"
"278..RECZF...","NICARAGUA","1999","REER BASED ON REL.CP","INDEX NUMBER","114.967"
"278..RF.ZF...","NICARAGUA","1999","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","11.8093"
"278..AE.ZF...","NICARAGUA","1999","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","12.318"
"278..AA.ZF...","NICARAGUA","1999","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","16.9066"
"278..AC.ZF...","NICARAGUA","1999","PRINCIPAL RATE","CORDOBAS","0.0591486"
"278..AF.ZF...","NICARAGUA","1999","PRINCIPAL RATE","CORDOBAS","11.8092"
"278..AH.ZF...","NICARAGUA","1999","PRINCIPAL RATE","CORDOBAS","0.0846667"
"278..AG.ZF...","NICARAGUA","1999","PRINCIPAL RATE","CORDOBAS","0.081182"
"278..RH.ZF...","NICARAGUA","1999","PRINCIPAL RATE","CORDOBAS","0.0846667"
"278..RB.ZF...","NICARAGUA","1999","PRINCIPAL RATE","CORDOBAS","16.147"
"278..RD.ZF...","NICARAGUA","1999","PRINCIPAL RATE","CORDOBAS","0.0619217"
"278..NECZF...","NICARAGUA","1999","NEER FROM INS","INDEX NUMBER","138.748"
"278..AHXZF...","NICARAGUA","1999","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","141.648"
"278..RECZF...","NICARAGUA","1998","REER BASED ON REL.CP","INDEX NUMBER","154.967"
"278..RF.ZF...","NICARAGUA","1998","PRINCIPAL RATE, PERIOD AVERAGE","CORDOBAS","10.5819"
"278..AA.ZF...","NICARAGUA","1998","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","15.7615"
"278..AE.ZF...","NICARAGUA","1998","PRINCIPAL RATE, END OF PERIOD","CORDOBAS","11.194"
"278..AF.ZF...","NICARAGUA","1998","PRINCIPAL RATE","CORDOBAS","10.5819"
"278..AG.ZF...","NICARAGUA","1998","PRINCIPAL RATE","CORDOBAS","0.0893336"
"278..AH.ZF...","NICARAGUA","1998","PRINCIPAL RATE","CORDOBAS","0.094729"
"278..AC.ZF...","NICARAGUA","1998","PRINCIPAL RATE","CORDOBAS","0.0634458"
"278..RH.ZF...","NICARAGUA","1998","PRINCIPAL RATE","CORDOBAS","0.094729"
